,Model Accuracy,Model Loss,Model Sensitivity,Model Specificity,Model F1,Model Precision,Dataset
0,0.946,81.26766064763069,0.936,0.956,0.9454545454545454,0.9551020408163265,dataset_6
0,0.936,86.72396837174892,0.936,0.936,0.936,0.936,dataset_3
0,0.94,81.10818874835968,0.928,0.952,0.9392712550607287,0.9508196721311475,dataset_2
0,0.942,83.74646885693073,0.912,0.972,0.9402061855670103,0.9702127659574468,dataset_4
0,0.942,82.27096135914326,0.928,0.956,0.9411764705882353,0.9547325102880658,dataset_5
