,Model Accuracy,Model Loss,Model Sensitivity,Model Specificity,Model F1,Model Precision,Dataset
0,0.91,105.06594946980476,0.96,0.86,0.9142857142857143,0.8727272727272727,dataset_6
0,0.924,102.34907922148705,0.968,0.88,0.9272030651340997,0.8897058823529411,dataset_3
0,0.938,92.15745702385902,0.96,0.916,0.9393346379647749,0.9195402298850575,dataset_2
0,0.926,97.70445439219475,0.96,0.892,0.9284332688588007,0.898876404494382,dataset_4
0,0.924,98.31971916556358,0.948,0.9,0.92578125,0.9045801526717557,dataset_5
