,Model Accuracy,Model Loss,Model Sensitivity,Model Specificity,Model F1,Model Precision,Dataset
0,0.908,113.26942168176174,0.968,0.848,0.9132075471698113,0.8642857142857143,dataset_12
0,0.882,139.60795712471008,0.976,0.788,0.8921389396709324,0.8215488215488216,dataset_6
0,0.92,102.66266076266766,0.96,0.88,0.9230769230769231,0.8888888888888888,dataset_1
0,0.88,128.50610341131687,0.972,0.788,0.8901098901098901,0.8209459459459459,dataset_7
0,0.926,98.63096861541271,0.96,0.892,0.9284332688588007,0.898876404494382,dataset_3
0,0.912,109.99236279726028,0.968,0.856,0.9166666666666666,0.8705035971223022,dataset_20
0,0.898,122.7396511733532,0.98,0.816,0.9057301293900185,0.8419243986254296,dataset_2
0,0.91,100.26379293203354,0.96,0.86,0.9142857142857143,0.8727272727272727,dataset_10
0,0.888,128.8403116464615,0.972,0.804,0.8966789667896679,0.8321917808219178,dataset_17
0,0.906,110.66430673003197,0.96,0.852,0.9108159392789373,0.8664259927797834,dataset_13
0,0.882,131.62340182065964,0.972,0.792,0.8917431192660551,0.823728813559322,dataset_4
0,0.898,115.76137027144432,0.96,0.836,0.903954802259887,0.8540925266903915,dataset_16
0,0.912,104.1972087174654,0.956,0.868,0.9157088122605364,0.8786764705882353,dataset_14
0,0.922,98.53971317410469,0.968,0.876,0.9254302103250478,0.8864468864468864,dataset_15
0,0.922,103.40064305067062,0.972,0.872,0.9257142857142857,0.8836363636363637,dataset_19
0,0.918,109.129918217659,0.972,0.864,0.9222011385199241,0.8772563176895307,dataset_18
0,0.894,119.6110787987709,0.968,0.82,0.9013035381750466,0.8432055749128919,dataset_11
0,0.898,113.69296611845493,0.964,0.832,0.9043151969981238,0.8515901060070671,dataset_8
0,0.882,126.86607429385185,0.976,0.788,0.8921389396709324,0.8215488215488216,dataset_5
