,Model Accuracy,Model Loss,Model Sensitivity,Model Specificity,Model F1,Model Precision,Dataset
0,0.882,168.55694156885147,0.908,0.856,0.884990253411306,0.8631178707224335,dataset_6
0,0.888,155.96478846669197,0.924,0.852,0.8918918918918919,0.8619402985074627,dataset_3
0,0.868,174.57195404171944,0.864,0.872,0.8674698795180723,0.8709677419354839,dataset_2
0,0.9,167.2867172062397,0.872,0.928,0.897119341563786,0.923728813559322,dataset_4
0,0.88,174.22383654117584,0.832,0.928,0.8739495798319328,0.9203539823008849,dataset_5
